,cstName,Email,City,Zip,PhoneNumber,Country,CreateDate,TransactionID,PurchaseDate,Name,Region,ZipCode_2,StreetAddress,ItemName,Description,Category,ItemPrice,LineItemAmount,Quantity,Amount,CCNumber,CardSecurityCode
1028,Robert Payne,RobertPayne803@msn.com,Bend,42939,2131409181,Saint Barthélemy,2019-06-29,66367-2577,2019-03-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",cereal,12 oz bag,food,4.0,4.0,1.0,612.0,4436053627348134,123
713,Lester Buford,Lester-Buford629@aol.com,Portland,95853,3605095034,Croatia,2017-07-22,89718-7263,2020-08-09,The Corner Store,Washington,98000,8516 Amet St.,candy,variety pack,food,3.25,6.5,2.0,319.0,4812876461827570,484
350,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,13497-8786,2019-09-04,Healthy Treats,WA,91222,8390 Integer St,water,6 oz,beverage,1.95,3.9,2.0,24.35,4116148655832821,219
601,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,62277-1038,2020-03-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,24 oz,beverage,2.95,5.9,2.0,30040.2,5260531875040203,748
353,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,12264-5518,2019-08-25,The Corner Store,Washington,98000,8516 Amet St.,sandwich,premade,food,12.44,49.76,4.0,72.35999999999999,4713546186107520,697
942,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,56022-3058,2019-03-16,The Corner Store,Washington,98000,8516 Amet St.,,,toiletries,10000.0,20000.0,2.0,20010.55,5022642405403007,387
993,Dolores Lawson,Dolores_Lawson559@aol.com,Portland,79061,2062022657,Trinidad and Tobago,2017-07-14,78541-4184,2019-06-14,The Full Cart,Oregon,93455,5342 Ligula. Ave,fern,has leaves,plants,25.0,50.0,2.0,165.35,5130765827283574,953
155,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,56278-7876,2019-12-03,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,75.0,5.0,20125.0,5815037571264655,278
617,Belinda Dawkins,Belinda_Dawkins163@aol.com,Portland,56555,5415571588,Algeria,2017-05-17,47230-6285,2020-07-09,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,16 oz,beverage,2.95,8.850000000000003,3.0,41.85,5288771743230772,213
432,Mabel Perry,MabelPerry675@yahoo.com,Bellingham,84106,5414809217,Central African Republic,2017-07-15,34232-8216,2020-09-01,Yummy Store,WA,98001,9128 Egestas Avenue,chips,generic chip,food,2.0,10.0,5.0,67.5,5166534326761644,369
290,Christine Kelley,Christine_Kelley894@gmail.com,Sacramento,91890,3606001876,Belarus,2018-01-19,18430-6236,2019-06-17,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,11.8,4.0,100.47,4023701568630141,538
992,Dolores Lawson,Dolores_Lawson559@aol.com,Portland,79061,2062022657,Trinidad and Tobago,2017-07-14,78541-4184,2019-06-14,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,12 oz,beverage,1.25,2.5,2.0,165.35,5130765827283574,953
191,Jason Bean,Jason-Bean487@aol.com,Portland,62433,5037207907,Guinea,2018-10-01,22194-7784,2019-12-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",candy,variety pack,food,3.25,13.0,4.0,114.95,4828868021310742,754
470,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,40022-6121,2020-02-12,The Corner Store,Washington,98000,8516 Amet St.,tooth paste,,toiletries,2.3,2.3,1.0,16.689999999999998,4768418073763478,888
389,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,36126-1056,2019-06-19,Not Just Groceries,CA,97888,"1437 Sed, Av.",seeds,misc plant seeds,plants,15.0,45.0,3.0,352.0,5137702203285432,110
1091,Christine Kelley,Christine_Kelley894@gmail.com,Sacramento,91890,3606001876,Belarus,2018-01-19,82825-2492,2019-10-22,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,16 oz,beverage,2.95,8.850000000000003,3.0,105.85,4687662741036824,375
74,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,47562-8358,2019-03-14,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fern,has leaves,plants,25.0,75.0,3.0,487.65,4785535631247352,430
781,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,12712-4551,2020-04-15,Yummy Store,WA,98001,9128 Egestas Avenue,fern,has leaves,plants,25.0,125.0,5.0,146.8,5568260228652852,363
221,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,15396-6726,2019-07-18,West Port Goods,WA,98788,"8052 Adipiscing, Street",sandwich,premade,food,12.44,62.2,5.0,94.0,4520145084663368,182
957,Arthur Mitchell,Arthur_Mitchell445@yahoo.com,San Francisco,42503,7075760307,Myanmar,2017-07-04,66473-1310,2019-09-21,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,16 oz,beverage,2.95,11.8,4.0,116.55,5812364778240166,118
977,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,59978-6794,2019-12-20,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,2.95,1.0,47.68,5088330510474763,260
1171,Vivian Bredesen,VivianNBredesen225@msn.com,Los Angeles,35196,5107398767,Uzbekistan,2017-06-06,64203-3073,2019-02-01,Yummy Store,WA,98001,9128 Egestas Avenue,fern,has leaves,plants,25.0,125.0,5.0,159.0,5578310217237276,394
728,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,65580-3333,2019-05-19,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cactus,a beautiful prickly,plants,10.0,30.0,3.0,56.8,5483855623062500,792
491,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,42216-8328,2020-02-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",green algae,,plants,2.0,2.0,1.0,90.9,5206824138118578,847
548,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,23725-6333,2020-07-22,Wholesome,California,98182,4942 Ac Rd.,coke,12 oz,beverage,1.25,5.0,4.0,26.9,4723385252107713,495
576,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,69919-5563,2020-03-03,Healthy Treats,WA,91222,8390 Integer St,tissues,,toiletries,5.0,5.0,1.0,523.75,5822285332876822,482
144,Lester Buford,Lester-Buford629@aol.com,Portland,95853,3605095034,Croatia,2017-07-22,28580-2929,2019-08-29,Authentic Shoppe,OR,96587,5111 Penatibus Rd,seeds,misc plant seeds,plants,15.0,60.0,4.0,10068.0,5716436231615723,328
603,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,87929-8629,2020-03-21,Authentic Shoppe,OR,96587,5111 Penatibus Rd,peace lily,white pedal,plants,100.0,200.0,2.0,200.0,5852130648367822,686
769,Michael Shepherd,MichaelyShepherd55@msn.com,Sacramento,65403,4587816189,Andorra,2020-08-02,89704-3613,2020-08-07,Healthy Treats,WA,91222,8390 Integer St,cereal,12 oz bag,food,4.0,12.0,3.0,138.25,4555728085520612,651
967,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,12961-3126,2019-12-15,West Port Goods,WA,98788,"8052 Adipiscing, Street",chips,generic chip,food,2.0,2.0,1.0,64.85,5200048211365452,505
735,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,21769-2392,2019-01-10,Not Just Groceries,CA,97888,"1437 Sed, Av.",tissues,,toiletries,5.0,25.0,5.0,10039.3,4578602867557154,184
375,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,68005-9992,2020-07-22,The Corner Store,Washington,98000,8516 Amet St.,cereal,12 oz bag,food,4.0,8.0,2.0,8.0,4365211042602264,561
1041,Micheal Carroll,Micheal_Carroll452@aol.com,Bend,90438,5098179184,Ireland,2018-10-30,36547-5465,2019-11-18,Yummy Store,WA,98001,9128 Egestas Avenue,seeds,misc plant seeds,plants,15.0,15.0,1.0,40157.0,5041183316542863,737
130,Diana Reedy,Diana_Reedy610@yahoo.com,San Diego,88636,2093132447,Aruba,2017-05-05,83458-4698,2019-03-07,Authentic Shoppe,OR,96587,5111 Penatibus Rd,bread,single sliced,food,4.0,8.0,2.0,121.75,4822618846650768,315
307,Christopher Erickson,ChristopherErickson292@yahoo.com,Oregon City,79684,7141178894,Spain,2020-02-09,65275-4302,2020-08-05,Healthy Treats,WA,91222,8390 Integer St,tooth paste,,toiletries,2.3,9.2,4.0,80.2,5303560236327186,933
516,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,37862-3207,2019-07-17,Not Just Groceries,CA,97888,"1437 Sed, Av.",cereal,12 oz bag,food,4.0,4.0,1.0,53.43,4654677003540466,388
519,Brandy Iorio,Brandy_Iorio34@gmail.com,Salem,71436,7143692789,Cocos (Keeling) Islands,2020-08-29,52521-3812,2019-02-12,Wholesome,California,98182,4942 Ac Rd.,water,24 oz,beverage,2.95,11.8,4.0,94.8,4770883605647326,566
180,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,69156-5159,2020-01-22,Yummy Store,WA,98001,9128 Egestas Avenue,cereal,12 oz bag,food,4.0,20.0,5.0,51.95,5688570627285761,739
61,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,46103-6238,2020-06-27,West Port Goods,WA,98788,"8052 Adipiscing, Street",fruit,farmers market generic,food,5.0,10.0,2.0,58.05,5534814551877720,812
449,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,62623-3646,2019-12-04,The Corner Store,Washington,98000,8516 Amet St.,water,6 oz,beverage,1.95,1.95,1.0,16.95,4378586250056011,205
648,Lindsey Romine,Lindsey_Romine668@comcast.net,Bellevue,45072,2067352345,Uruguay,2018-02-19,46509-5346,2020-07-16,Wholesome,California,98182,4942 Ac Rd.,candy,variety pack,food,3.25,13.0,4.0,62.75,5325517306075453,768
1161,Anthony Brown,AnthonyQBrown856@comcast.net,Salem,42559,5096298783,Italy,2020-08-25,20503-4897,2020-05-02,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,2.95,1.0,95.2,4611044805624656,415
235,Dolores Lawson,Dolores_Lawson559@aol.com,Portland,79061,2062022657,Trinidad and Tobago,2017-07-14,55178-8428,2019-05-27,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,50.0,2.0,68.25,4380350230676411,725
195,Ronald Moody,Ronald-Moody543@aol.com,Eugene,46230,2069087778,Guatemala,2017-12-27,84661-5100,2019-02-22,Yummy Store,WA,98001,9128 Egestas Avenue,water,4 oz,beverage,0.95,0.95,1.0,32.05,5846137757672123,827
197,Ronald Moody,Ronald-Moody543@aol.com,Eugene,46230,2069087778,Guatemala,2017-12-27,84661-5100,2019-02-22,Yummy Store,WA,98001,9128 Egestas Avenue,candy,variety pack,food,3.25,3.25,1.0,32.05,5846137757672123,827
1043,Micheal Carroll,Micheal_Carroll452@aol.com,Bend,90438,5098179184,Ireland,2018-10-30,36547-5465,2019-11-18,Yummy Store,WA,98001,9128 Egestas Avenue,bread,single sliced,food,4.0,4.0,1.0,40157.0,5041183316542863,737
657,Terri Lopez,Terri-Lopez916@comcast.net,Medford,48103,2535065633,Japan,2019-10-09,21125-2361,2020-06-12,Yummy Store,WA,98001,9128 Egestas Avenue,water,4 oz,beverage,0.95,0.95,1.0,40047.45,5066567021011617,467
98,Matthew Cain,Matthew_Cain64@yahoo.com,Eugene,46045,3605572675,Nigeria,2020-08-27,37477-6986,2020-05-10,Healthy Treats,WA,91222,8390 Integer St,fern,has leaves,plants,25.0,50.0,2.0,378.0,5073563782675543,801
14,James Cooper,James-Cooper869@comcast.net,Salem,78074,2093322873,Canada,2017-11-11,62475-4262,2019-06-10,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,24 oz,beverage,4.5,4.5,1.0,80.16,5236572667855303,749
29,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,37473-8757,2020-05-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,tissues,,toiletries,5.0,20.0,4.0,71.25,4573685221710651,296
289,Christine Kelley,Christine_Kelley894@gmail.com,Sacramento,91890,3606001876,Belarus,2018-01-19,18430-6236,2019-06-17,Healthy Treats,WA,91222,8390 Integer St,coke,12 oz,beverage,1.25,2.5,2.0,100.47,4023701568630141,538
960,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,30004-2625,2020-07-04,The Full Cart,Oregon,93455,5342 Ligula. Ave,sandwich,premade,food,12.44,37.32,3.0,51.82,5667276612636503,912
121,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,42137-1374,2019-02-13,West Port Goods,WA,98788,"8052 Adipiscing, Street",candy,variety pack,food,3.25,9.75,3.0,47.6,5887474524740730,218
1131,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,78753-5834,2019-09-28,The Full Cart,Oregon,93455,5342 Ligula. Ave,fern,has leaves,plants,25.0,50.0,2.0,131.8,5086844473040272,938
612,Yolanda Harrison,YolandaBHarrison329@comcast.net,San Diego,71112,2132481811,Lao People's Democratic Republic,2018-03-26,76595-8664,2019-05-05,The Corner Store,Washington,98000,8516 Amet St.,bread,single sliced,food,4.0,16.0,4.0,106.9,4788330103851551,200
767,Michael Shepherd,MichaelyShepherd55@msn.com,Sacramento,65403,4587816189,Andorra,2020-08-02,89704-3613,2020-08-07,Healthy Treats,WA,91222,8390 Integer St,candy,variety pack,food,3.25,16.25,5.0,138.25,4555728085520612,651
651,Lindsey Romine,Lindsey_Romine668@comcast.net,Bellevue,45072,2067352345,Uruguay,2018-02-19,46509-5346,2020-07-16,Wholesome,California,98182,4942 Ac Rd.,cactus,a beautiful prickly,plants,10.0,10.0,1.0,62.75,5325517306075453,768
867,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,63755-5715,2019-10-23,Not Just Groceries,CA,97888,"1437 Sed, Av.",green algae,,plants,2.0,2.0,1.0,61.73,5360407426378737,963
62,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,52992-1812,2019-07-29,Healthy Treats,WA,91222,8390 Integer St,,,toiletries,10000.0,40000.0,4.0,40023.85,4658412086185387,135
467,Clifton Scott,Clifton_Scott669@aol.com,Eugene,61642,2096755666,Austria,2017-12-26,67459-3002,2020-03-12,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,16 oz,beverage,2.95,14.75,5.0,116.25,5228350741874187,341
387,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,10430-3943,2020-07-02,Healthy Treats,WA,91222,8390 Integer St,coke,12 oz,beverage,1.25,5.0,4.0,5.0,4212271727412636,295
760,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,59371-3957,2020-02-01,The Corner Store,Washington,98000,8516 Amet St.,sandwich,premade,food,12.44,62.2,5.0,157.89999999999995,5063825060484453,754
826,Pauline Moran,Pauline-Moran27@comcast.net,Olympia,89780,5101025262,Bahamas,2017-05-15,87177-3463,2020-04-29,Authentic Shoppe,OR,96587,5111 Penatibus Rd,chips,generic chip,food,2.0,6.0,3.0,10166.9,4261805324532151,255
342,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,20026-6162,2020-02-09,Yummy Store,WA,98001,9128 Egestas Avenue,fern,has leaves,plants,25.0,25.0,1.0,93.45,4180824573548143,601
732,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,24951-2473,2019-12-18,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,24 oz,beverage,2.95,14.75,5.0,30034.75,4061843686603158,997
930,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,79084-7249,2020-05-21,Yummy Store,WA,98001,9128 Egestas Avenue,tooth paste,,toiletries,2.3,9.2,4.0,443.7,5608803514872725,409
188,Jason Bean,Jason-Bean487@aol.com,Portland,62433,5037207907,Guinea,2018-10-01,22194-7784,2019-12-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",candy,variety pack,food,3.25,9.75,3.0,114.95,4828868021310742,754
208,William Flores,WilliamYFlores817@msn.com,Seattle,34039,5096960490,Slovenia,2018-07-30,53481-3923,2020-01-13,The Corner Store,Washington,98000,8516 Amet St.,coke,24 oz,beverage,4.5,9.0,2.0,90.75,5245633235675228,924
591,Mark Ward,MarktWard616@yahoo.com,Sacramento,73646,2067260077,French Southern Territories,2019-08-02,44943-9372,2020-04-17,The Corner Store,Washington,98000,8516 Amet St.,cactus,a beautiful prickly,plants,10.0,50.0,5.0,100.8,5721166417400243,497
839,Virgil Jackson,VirgilbJackson160@aol.com,Eugene,99030,7144079280,"Micronesia, Federated States of",2018-03-26,39362-6198,2020-01-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",fruit,farmers market generic,food,5.0,5.0,1.0,27.8,5610228402887842,628
869,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,63755-5715,2019-10-23,Not Just Groceries,CA,97888,"1437 Sed, Av.",cactus,a beautiful prickly,plants,10.0,10.0,1.0,61.73,5360407426378737,963
544,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,14240-3602,2019-10-15,The Corner Store,Washington,98000,8516 Amet St.,seeds,misc plant seeds,plants,15.0,45.0,3.0,53.85,4444476881274537,405
535,Frances Yu,FranceslYu578@yahoo.com,Oregon City,39719,5104363418,Australia,2019-07-27,31659-2380,2020-06-11,Wholesome,California,98182,4942 Ac Rd.,chips,generic chip,food,2.0,4.0,2.0,10556.3,4638240346170363,580
1141,Sandra Jackson,SandraJackson94@aol.com,Tacoma,49329,3609172098,Bangladesh,2017-07-19,82599-5007,2020-06-08,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,11.8,4.0,66.55,5254681228403401,731
944,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,56022-3058,2019-03-16,The Corner Store,Washington,98000,8516 Amet St.,tooth paste,,toiletries,2.3,2.3,1.0,20010.55,5022642405403007,387
65,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,69498-2204,2019-02-01,The Full Cart,Oregon,93455,5342 Ligula. Ave,sandwich,premade,food,12.44,62.2,5.0,62.2,4750672251342060,114
485,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,72341-1761,2019-03-27,Not Just Groceries,CA,97888,"1437 Sed, Av.",candy,variety pack,food,3.25,6.5,2.0,105.02,4114418135388822,593
1020,Eddie Doughty,Eddie-Doughty378@msn.com,Tacoma,40141,5091593411,Georgia,2018-02-02,20587-6557,2019-01-25,Wholesome,California,98182,4942 Ac Rd.,chips,generic chip,food,2.0,2.0,1.0,19.2,4007517524008417,847
654,Lindsey Romine,Lindsey_Romine668@comcast.net,Bellevue,45072,2067352345,Uruguay,2018-02-19,77591-9304,2019-12-17,The Corner Store,Washington,98000,8516 Amet St.,,,toiletries,10000.0,40000.0,4.0,40000.0,4780611607674052,714
417,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,88057-3963,2019-06-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",bread,single sliced,food,4.0,4.0,1.0,18.7,4865383354547624,217
866,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,63755-5715,2019-10-23,Not Just Groceries,CA,97888,"1437 Sed, Av.",sandwich,premade,food,12.44,24.88,2.0,61.73,5360407426378737,963
596,Mark Ward,MarktWard616@yahoo.com,Sacramento,73646,2067260077,French Southern Territories,2019-08-02,42411-8900,2019-04-08,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,24 oz,beverage,4.5,9.0,2.0,64.5,5054771664343307,676
120,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,42137-1374,2019-02-13,West Port Goods,WA,98788,"8052 Adipiscing, Street",chips,generic chip,food,2.0,4.0,2.0,47.6,5887474524740730,218
605,Yolanda Harrison,YolandaBHarrison329@comcast.net,San Diego,71112,2132481811,Lao People's Democratic Republic,2018-03-26,23272-1112,2019-03-05,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,6 oz,beverage,1.95,3.9,2.0,71.71,4167266885516784,941
721,Beth Dickerson,Beth-Dickerson951@comcast.net,San Diego,48173,2096211375,Turkey,2020-05-23,74223-1071,2019-07-21,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,12 oz,beverage,1.25,3.75,3.0,6.7,5560480624112782,960
487,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,72341-1761,2019-03-27,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,4 oz,beverage,0.95,0.95,1.0,105.02,4114418135388822,593
536,Frances Yu,FranceslYu578@yahoo.com,Oregon City,39719,5104363418,Australia,2019-07-27,31659-2380,2020-06-11,Wholesome,California,98182,4942 Ac Rd.,tooth paste,,toiletries,2.3,2.3,1.0,10556.3,4638240346170363,580
747,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,10424-6732,2020-04-19,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,24 oz,beverage,2.95,2.95,1.0,314.6,5308440644263226,336
421,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,72486-5990,2019-12-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,16 oz,beverage,2.95,5.9,2.0,59.1,4600642040163364,407
1065,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,70078-2976,2020-01-04,The Corner Store,Washington,98000,8516 Amet St.,green algae,,plants,2.0,6.0,3.0,31.0,5186888516820804,445
38,Lise Holman,Lise-Holman14@aol.com,Oregon City,83716,4258179456,Georgia,2018-01-03,59869-1701,2019-07-14,Wholesome,California,98182,4942 Ac Rd.,tissues,,toiletries,5.0,5.0,1.0,45.0,5124630213440111,846
633,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,92123-7571,2020-02-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,4 oz,beverage,0.95,1.9,2.0,138.9,5836332053802360,595
509,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,77073-1280,2019-09-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",green algae,,plants,2.0,2.0,1.0,85.95,4530670315372121,759
291,Christine Kelley,Christine_Kelley894@gmail.com,Sacramento,91890,3606001876,Belarus,2018-01-19,18430-6236,2019-06-17,Healthy Treats,WA,91222,8390 Integer St,cactus,a beautiful prickly,plants,10.0,40.0,4.0,100.47,4023701568630141,538
653,Lindsey Romine,Lindsey_Romine668@comcast.net,Bellevue,45072,2067352345,Uruguay,2018-02-19,34885-8709,2019-08-17,Not Just Groceries,CA,97888,"1437 Sed, Av.",cactus,a beautiful prickly,plants,10.0,50.0,5.0,50.0,5437750723288406,789
616,Belinda Dawkins,Belinda_Dawkins163@aol.com,Portland,56555,5415571588,Algeria,2017-05-17,67823-2215,2020-08-26,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,6 oz,beverage,1.95,9.75,5.0,12.7,4601510274080044,824
990,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,30371-3169,2020-05-21,The Corner Store,Washington,98000,8516 Amet St.,tissues,,toiletries,5.0,5.0,1.0,5.0,4564856784583113,979
383,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,99241-4629,2019-02-22,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,6 oz,beverage,1.95,9.75,5.0,81.05999999999997,4552651388451787,350
675,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,61923-5378,2020-03-28,Wholesome,California,98182,4942 Ac Rd.,tooth paste,,toiletries,2.3,2.3,1.0,86.5,5105608823337137,551
399,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,86072-7868,2019-08-22,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fruit,farmers market generic,food,5.0,15.0,3.0,19.0,5180620184405240,989
226,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,75443-9515,2019-11-07,Yummy Store,WA,98001,9128 Egestas Avenue,water,4 oz,beverage,0.95,4.75,5.0,96.7,4052723883771775,626
430,Mabel Perry,MabelPerry675@yahoo.com,Bellingham,84106,5414809217,Central African Republic,2017-07-15,34232-8216,2020-09-01,Yummy Store,WA,98001,9128 Egestas Avenue,fern,has leaves,plants,25.0,25.0,1.0,67.5,5166534326761644,369
855,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,12307-8471,2019-03-27,Not Just Groceries,CA,97888,"1437 Sed, Av.",tissues,,toiletries,5.0,10.0,2.0,10028.95,4736585781807120,453
646,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,82201-4409,2019-01-01,Healthy Treats,WA,91222,8390 Integer St,coke,12 oz,beverage,1.25,6.25,5.0,20025.4,5626606128871241,592
136,Linda Green,LindaZGreen451@msn.com,Medford,31030,2137110642,Liberia,2017-05-02,90290-9745,2019-04-22,Yummy Store,WA,98001,9128 Egestas Avenue,cactus,a beautiful prickly,plants,10.0,10.0,1.0,46.0,4045345716208780,964
574,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,26363-1357,2019-01-02,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,15.0,1.0,78.15,5447612265871246,299
611,Yolanda Harrison,YolandaBHarrison329@comcast.net,San Diego,71112,2132481811,Lao People's Democratic Republic,2018-03-26,76595-8664,2019-05-05,The Corner Store,Washington,98000,8516 Amet St.,water,4 oz,beverage,0.95,1.9,2.0,106.9,4788330103851551,200
570,Mellisa Fischer,MellisaRFischer206@gmail.com,Los Angeles,64421,4253301279,Austria,2020-06-22,72672-6749,2020-04-02,Healthy Treats,WA,91222,8390 Integer St,water,4 oz,beverage,0.95,4.75,5.0,14.75,4882556657378575,338
